data_kind,size,n_ms_introsort, n_ms_quick_sort
sorted,10000,358250,828208
sorted,10100,361208,771750
sorted,10200,328208,672375
sorted,10300,316917,740375
sorted,10400,353541,743041
sorted,10500,367458,795333
sorted,10600,362125,751042
sorted,10700,385417,802959
sorted,10800,354708,763500
sorted,10900,318667,769375
sorted,11000,439958,795500
sorted,11100,376833,841209
sorted,11200,404083,825417
sorted,11300,310125,830458
sorted,11400,337875,960750
sorted,11500,328000,837875
sorted,11600,361958,901875
sorted,11700,354875,859333
sorted,11800,398709,890292
sorted,11900,409542,870750
sorted,12000,408334,932792
sorted,12100,412958,881166
sorted,12200,408083,929167
sorted,12300,451458,863625
sorted,12400,407667,975417
sorted,12500,434625,903041
sorted,12600,422000,975250
sorted,12700,368292,870667
sorted,12800,373542,973875
sorted,12900,417458,944292
sorted,13000,438666,980458
sorted,13100,484584,946458
sorted,13200,470000,1023541
sorted,13300,468875,963833
sorted,13400,473709,957667
sorted,13500,449750,1006875
sorted,13600,433458,958458
sorted,13700,410666,985917
sorted,13800,406584,1020250
sorted,13900,429167,1069959
sorted,14000,442000,996792
sorted,14100,427583,1081875
sorted,14200,464208,1024042
sorted,14300,507916,1023917
sorted,14400,389333,983333
sorted,14500,418708,1045708
sorted,14600,476208,1067291
sorted,14700,459208,1076167
sorted,14800,446625,1057709
sorted,14900,460625,1062375
sorted,15000,449583,1144458
sorted,15100,440417,1082459
sorted,15200,488167,1086333
sorted,15300,466417,1080792
sorted,15400,556292,1146250
sorted,15500,545167,1096708
sorted,15600,535541,1124875
sorted,15700,547000,1126583
sorted,15800,567500,1148709
sorted,15900,545208,1141375
sorted,16000,594875,1181375
sorted,16100,566292,1156417
sorted,16200,584166,1155375
sorted,16300,564542,1187209
sorted,16400,575083,1184083
sorted,16500,575500,1177583
sorted,16600,557875,1204542
sorted,16700,581541,1195875
sorted,16800,602959,1201000
sorted,16900,634084,1250167
sorted,17000,598958,1223083
sorted,17100,577500,1233625
sorted,17200,609833,1264834
sorted,17300,619667,1282542
sorted,17400,602583,1287209
sorted,17500,588500,1314417
sorted,17600,612875,1276208
sorted,17700,627917,1271542
sorted,17800,620792,1307000
sorted,17900,672208,1312709
sorted,18000,618334,1288875
sorted,18100,668125,1316333
sorted,18200,616666,1321083
sorted,18300,673333,1341666
sorted,18400,705500,1378917
sorted,18500,655292,1375917
sorted,18600,664125,1417125
sorted,18700,703500,1426167
sorted,18800,661083,1477750
sorted,18900,673875,1459541
sorted,19000,661458,1393292
sorted,19100,695459,1393334
sorted,19200,724375,1438625
sorted,19300,672875,1498042
sorted,19400,684875,1469167
sorted,19500,701750,1427875
sorted,19600,710834,1407125
sorted,19700,695959,1498500
sorted,19800,614709,1505792
sorted,19900,604625,1566542
sorted,20000,591167,1359416
sorted,20100,616625,1496666
sorted,20200,690083,1517250
sorted,20300,636333,1559333
sorted,20400,638000,1580250
sorted,20500,592833,1399833
sorted,20600,784375,1504167
sorted,20700,685000,1541958
sorted,20800,785292,1516208
sorted,20900,657875,1573291
sorted,21000,649750,1623209
sorted,21100,636208,1600958
sorted,21200,819167,1578416
sorted,21300,757000,1564666
sorted,21400,812958,1570375
sorted,21500,600625,1550042
sorted,21600,676166,1576625
sorted,21700,662875,1659667
sorted,21800,678625,1618250
sorted,21900,712584,1589458
sorted,22000,767959,1613125
sorted,22100,798959,1633542
sorted,22200,776625,1624625
sorted,22300,768208,1671083
sorted,22400,785917,1656750
sorted,22500,800875,1637000
sorted,22600,851708,1631250
sorted,22700,809417,1692708
sorted,22800,880250,1773375
sorted,22900,811375,1807125
sorted,23000,808625,1695792
sorted,23100,808750,1729208
sorted,23200,819833,1711625
sorted,23300,806958,1705666
sorted,23400,873459,1707792
sorted,23500,844292,1732584
sorted,23600,803958,1725250
sorted,23700,831083,1725834
sorted,23800,825958,1721500
sorted,23900,826791,1790625
sorted,24000,867916,1735708
sorted,24100,827542,1731333
sorted,24200,879792,1849417
sorted,24300,888500,1878708
sorted,24400,734166,1827917
sorted,24500,787333,1900584
sorted,24600,889375,1873292
sorted,24700,879750,1921708
sorted,24800,884125,1858709
sorted,24900,897750,1948416
sorted,25000,751459,1931208
sorted,25100,729167,1852750
sorted,25200,789125,1902583
sorted,25300,957250,1989167
sorted,25400,915667,1975625
sorted,25500,920292,1994291
sorted,25600,1054000,1870333
sorted,25700,865833,1846166
sorted,25800,877708,1917416
sorted,25900,1104125,1858167
sorted,26000,795875,1849667
sorted,26100,765625,1891542
sorted,26200,948334,1949750
sorted,26300,987792,1959125
sorted,26400,934500,2008542
sorted,26500,970542,2020500
sorted,26600,1073333,1959083
sorted,26700,1033834,2010875
sorted,26800,956834,1990250
sorted,26900,1016625,1986458
sorted,27000,960958,2011125
sorted,27100,983417,1986542
sorted,27200,951500,2030417
sorted,27300,989041,2013000
sorted,27400,1017500,2236000
sorted,27500,979208,2006250
sorted,27600,1031667,2032584
sorted,27700,1176542,2036417
sorted,27800,1055417,2071458
sorted,27900,1043791,2076000
sorted,28000,1013792,2045000
sorted,28100,1059666,2114666
sorted,28200,983792,2088125
sorted,28300,1045125,2070375
sorted,28400,983167,2120584
sorted,28500,1038792,2098333
sorted,28600,1030916,2142416
sorted,28700,1044333,2113167
sorted,28800,1054083,2296833
sorted,28900,1008167,2218041
sorted,29000,1170875,2140000
sorted,29100,1101541,2176208
sorted,29200,835584,2234500
sorted,29300,914375,2256375
sorted,29400,1114000,2193375
sorted,29500,953958,2271791
sorted,29600,1100292,2325166
sorted,29700,1100041,2278458
sorted,29800,1097375,2304958
sorted,29900,1135000,2250666
sorted,30000,1219875,2307250
sorted,30100,1197250,2474250
sorted,30200,1152625,2247666
sorted,30300,1228084,2333708
sorted,30400,1120333,2301750
sorted,30500,1150792,2347792
sorted,30600,1164500,2351959
sorted,30700,1122208,2326250
sorted,30800,1079125,2148791
sorted,30900,942917,2260083
sorted,31000,1103625,2352416
sorted,31100,1135083,2332416
sorted,31200,1165917,2340500
sorted,31300,1165875,2370250
sorted,31400,1165791,2326167
sorted,31500,1117333,2305875
sorted,31600,1156000,2359584
sorted,31700,1142916,2362791
sorted,31800,1150500,2364000
sorted,31900,1202542,2358334
sorted,32000,1180209,2420959
sorted,32100,1169792,2356000
sorted,32200,1226792,2362833
sorted,32300,1216041,2422250
sorted,32400,1254083,2384625
sorted,32500,1206625,2504333
sorted,32600,1160833,2599250
sorted,32700,1293750,2403708
sorted,32800,1270291,2513917
sorted,32900,1196000,2573750
sorted,33000,954375,2425583
sorted,33100,1231791,2525833
sorted,33200,1225208,2504291
sorted,33300,1280916,2378750
sorted,33400,1042959,2491834
sorted,33500,1284750,2599833
sorted,33600,1294209,2480000
sorted,33700,1241333,2610792
sorted,33800,1313292,2594209
sorted,33900,1163833,2538583
sorted,34000,1242792,2653708
sorted,34100,1273333,2638791
sorted,34200,979833,2527166
sorted,34300,1202500,2606708
sorted,34400,1331167,2611167
sorted,34500,1099667,2606208
sorted,34600,1149709,2589625
sorted,34700,1097125,2614875
sorted,34800,1116709,2569000
sorted,34900,1294833,2554125
sorted,35000,1290333,2613833
sorted,35100,1331208,2601791
sorted,35200,1312042,2602583
sorted,35300,1295042,2781584
sorted,35400,1290458,2834875
sorted,35500,1340416,2593875
sorted,35600,1336417,2653084
sorted,35700,1379250,2681125
sorted,35800,1302750,2685000
sorted,35900,1290250,2628750
sorted,36000,1365250,2708791
sorted,36100,1314125,2729708
sorted,36200,1360083,2695000
sorted,36300,1310417,2761875
sorted,36400,1382750,2899625
sorted,36500,1128041,2759792
sorted,36600,1356083,2815041
sorted,36700,1303416,2566000
sorted,36800,1126834,2967458
sorted,36900,1541375,3022000
sorted,37000,1283292,2790000
sorted,37100,1450500,2807709
sorted,37200,1402000,2812791
sorted,37300,1446458,2939458
sorted,37400,1448083,2737417
sorted,37500,1418750,2885000
sorted,37600,1376042,2947417
sorted,37700,1479375,2846417
sorted,37800,1386000,2919333
sorted,37900,1488917,2937833
sorted,38000,1557375,2966750
sorted,38100,1386417,2819125
sorted,38200,1489625,2870167
sorted,38300,1466250,2836250
sorted,38400,1407917,2844042
sorted,38500,1424417,2862833
sorted,38600,1488834,2875333
sorted,38700,1513625,2847250
sorted,38800,1402625,2934292
sorted,38900,1525666,2881541
sorted,39000,1442125,2893541
sorted,39100,1463583,2974541
sorted,39200,1443750,2887542
sorted,39300,1522375,2902833
sorted,39400,1515041,2999791
sorted,39500,1508125,3108208
sorted,39600,1437708,3008833
sorted,39700,1304583,3037083
sorted,39800,1339625,3078041
sorted,39900,1294833,3066625
sorted,40000,1322250,3158292
sorted,40100,1389167,3111042
sorted,40200,1540209,3115625
sorted,40300,1203375,2964834
sorted,40400,1612042,3055334
sorted,40500,1534208,3092209
sorted,40600,1287750,3143792
sorted,40700,1379875,3115708
sorted,40800,1432417,3096833
sorted,40900,1559292,3270542
sorted,41000,1581917,3124666
sorted,41100,1613708,3122791
sorted,41200,1546750,3082417
sorted,41300,1502458,3083875
sorted,41400,1560666,3077833
sorted,41500,1582291,3094625
sorted,41600,1542667,3073667
sorted,41700,1526042,3097833
sorted,41800,1588125,3167250
sorted,41900,1588792,3249084
sorted,42000,1561500,3175208
sorted,42100,1570000,3172208
sorted,42200,1564458,3220917
sorted,42300,1598375,3229458
sorted,42400,1636541,3137375
sorted,42500,1592667,3305333
sorted,42600,1634291,3386250
sorted,42700,1387958,3502750
sorted,42800,1425208,3444958
sorted,42900,1651709,3567417
sorted,43000,1302208,3205500
sorted,43100,1657125,3331166
sorted,43200,1688709,3335667
sorted,43300,1747792,3244625
sorted,43400,1700541,3281541
sorted,43500,1387708,3413416
sorted,43600,1702583,3334000
sorted,43700,1608125,3350083
sorted,43800,1715041,3338250
sorted,43900,1637958,3388375
sorted,44000,1629792,3335000
sorted,44100,1580750,3136292
sorted,44200,1385792,3286916
sorted,44300,1644042,3342792
sorted,44400,1684625,3324958
sorted,44500,1631917,3375709
sorted,44600,1734500,3352375
sorted,44700,1729709,3577542
sorted,44800,1750208,3342625
sorted,44900,1661541,3393583
sorted,45000,1729958,3403250
sorted,45100,1690708,3353500
sorted,45200,1685542,3412125
sorted,45300,1736625,3589250
sorted,45400,1734750,3607125
sorted,45500,1761542,3560750
sorted,45600,1763958,3596500
sorted,45700,1689000,3564750
sorted,45800,1453750,3516167
sorted,45900,1457500,3580375
sorted,46000,1563541,3494833
sorted,46100,1572417,3492834
sorted,46200,1594416,3562375
sorted,46300,1603333,3521208
sorted,46400,1976000,3656792
sorted,46500,1807250,3599541
sorted,46600,1540583,3455291
sorted,46700,1589250,3521833
sorted,46800,1796333,3505375
sorted,46900,1711083,3493958
sorted,47000,1863708,3559166
sorted,47100,1778916,3549542
sorted,47200,1845916,3577042
sorted,47300,1725167,3558542
sorted,47400,1814084,3586625
sorted,47500,1893208,3566083
sorted,47600,1833500,3630500
sorted,47700,1834416,3589416
sorted,47800,1731792,3604417
sorted,47900,1885208,3738542
sorted,48000,1767083,3762000
sorted,48100,1734167,3653250
sorted,48200,1831334,3719208
sorted,48300,1939917,3939833
sorted,48400,1954000,3819375
sorted,48500,1860333,3921834
sorted,48600,1945959,3865125
sorted,48700,1872500,3957750
sorted,48800,1577792,3860083
sorted,48900,1631208,4114250
sorted,49000,1607500,4132959
sorted,49100,1828500,3637542
sorted,49200,1878416,3659375
sorted,49300,1906083,3647292
sorted,49400,1881417,3719750
sorted,49500,1790583,3726708
sorted,49600,1817958,3759166
sorted,49700,1906625,3787791
sorted,49800,1865709,3740708
sorted,49900,2022667,3785459
sorted,50000,1930958,3792292
sorted,50100,1885709,3727000
sorted,50200,1910166,3746791
sorted,50300,1961375,3785541
sorted,50400,2065541,3977791
sorted,50500,2064750,3909209
sorted,50600,2059916,4002708
sorted,50700,2028334,3802083
sorted,50800,1784333,3889875
sorted,50900,1841167,3944083
sorted,51000,1986292,3848291
sorted,51100,2019625,3949750
sorted,51200,1591791,3840917
sorted,51300,1655208,3998834
sorted,51400,1663375,3958000
sorted,51500,1970042,4006458
sorted,51600,2002500,3873792
sorted,51700,1978125,3913208
sorted,51800,1948833,3935500
sorted,51900,1870750,3888333
sorted,52000,1980125,3951209
sorted,52100,2039459,4025958
sorted,52200,1949125,4069334
sorted,52300,2091875,3944333
sorted,52400,2003250,3992333
sorted,52500,2083250,3969708
sorted,52600,2034666,3983167
sorted,52700,2020000,4153917
sorted,52800,2059541,3909666
sorted,52900,1735125,4065250
sorted,53000,2100167,4065416
sorted,53100,1667375,4166708
sorted,53200,2126208,4165084
sorted,53300,2261000,4145750
sorted,53400,1983417,4170500
sorted,53500,2182958,4147292
sorted,53600,1754125,4032959
sorted,53700,2109625,4090208
sorted,53800,1992375,4109750
sorted,53900,2111833,4316583
sorted,54000,2059416,4085583
sorted,54100,2087458,4087000
sorted,54200,2017208,4054292
sorted,54300,2030041,4265708
sorted,54400,2128500,4105250
sorted,54500,2135709,4177167
sorted,54600,2069541,4088583
sorted,54700,2041417,4103583
sorted,54800,2146583,4102916
sorted,54900,2200500,4264875
sorted,55000,2157708,4319458
sorted,55100,2124166,4311417
sorted,55200,2188375,4538750
sorted,55300,2148791,4280291
sorted,55400,2359791,4336333
sorted,55500,1797084,4345958
sorted,55600,2207459,4323542
sorted,55700,2283417,4340459
sorted,55800,1961708,4354083
sorted,55900,2198833,4425250
sorted,56000,2310417,4284459
sorted,56100,2080584,4224083
sorted,56200,2104958,4203584
sorted,56300,2281292,4246459
sorted,56400,2132458,4253750
sorted,56500,2247125,4328333
sorted,56600,2217167,4277375
sorted,56700,2152791,4252250
sorted,56800,2200250,4291583
sorted,56900,2192500,4263791
sorted,57000,2228375,4344417
sorted,57100,2356209,4367042
sorted,57200,1988875,4351708
sorted,57300,2308167,4535000
sorted,57400,2256584,4552000
sorted,57500,2307750,4532125
sorted,57600,1761916,4383500
sorted,57700,2435834,4475417
sorted,57800,2319041,4509541
sorted,57900,2286666,4367458
sorted,58000,1820709,4511584
sorted,58100,2231459,4388625
sorted,58200,2367708,4762792
sorted,58300,3203917,4401708
sorted,58400,2014416,4549250
sorted,58500,2387500,4805875
sorted,58600,1942125,4741166
sorted,58700,2026750,4596542
sorted,58800,2368959,4656292
sorted,58900,1977042,4543917
sorted,59000,1971250,4455583
sorted,59100,2332250,4469583
sorted,59200,2313875,4938125
sorted,59300,2319042,4624458
sorted,59400,2406666,4586250
sorted,59500,1848125,4456708
sorted,59600,2394042,4682458
sorted,59700,2358708,4731750
sorted,59800,2328250,4605417
sorted,59900,2432125,4704250
sorted,60000,1867917,4763333
sorted,60100,1971125,4791083
sorted,60200,1977042,4570875
sorted,60300,2289458,4598250
sorted,60400,2281334,4548625
sorted,60500,2383875,4644167
sorted,60600,2235541,4538875
sorted,60700,2369208,4701542
sorted,60800,2285167,4613292
sorted,60900,2329583,4578500
sorted,61000,2338834,4695292
sorted,61100,2474292,4783208
sorted,61200,2449833,4829791
sorted,61300,2484083,4770750
sorted,61400,2464833,4846125
sorted,61500,2536375,4655167
sorted,61600,2581917,4591667
sorted,61700,2410167,4558250
sorted,61800,2119792,4834167
sorted,61900,2521667,4901500
sorted,62000,2622959,4816000
sorted,62100,2400125,4683333
sorted,62200,2353625,4687667
sorted,62300,2387666,4771041
sorted,62400,2454042,4728417
sorted,62500,2425917,4779708
sorted,62600,2448041,4802833
sorted,62700,2444375,4780916
sorted,62800,2449000,4752208
sorted,62900,2399292,4758625
sorted,63000,2577916,4932500
sorted,63100,2524666,4867000
sorted,63200,2071584,4931583
sorted,63300,2593042,4893667
sorted,63400,2557208,4991583
sorted,63500,2485917,5028125
sorted,63600,2072958,5028166
sorted,63700,2483792,4809250
sorted,63800,2086250,5048792
sorted,63900,2123834,5065709
sorted,64000,2532833,4974541
sorted,64100,2511333,4933666
sorted,64200,2518167,5002375
sorted,64300,2581917,4882750
sorted,64400,2593084,4921792
sorted,64500,2649125,4969042
sorted,64600,2586625,4851417
sorted,64700,2513584,4937917
sorted,64800,2558584,4937792
sorted,64900,2819792,5095750
sorted,65000,2615792,5114500
sorted,65100,2596500,5128792
sorted,65200,2587458,5154000
sorted,65300,2622000,5126667
sorted,65400,2593125,4875958
sorted,65500,2178709,5117542
sorted,65600,2750542,5152292
sorted,65700,2414166,5118250
sorted,65800,2579500,4995916
sorted,65900,2595000,5120750
sorted,66000,2503000,5042958
sorted,66100,2478916,5096875
sorted,66200,2623667,5087958
sorted,66300,2623292,5079625
sorted,66400,2632417,5043459
sorted,66500,2517042,5222084
sorted,66600,2662583,5051834
sorted,66700,2631292,5229833
sorted,66800,2659500,5143584
sorted,66900,2586167,5336334
sorted,67000,2670708,5292166
sorted,67100,2645542,5422250
sorted,67200,2640834,5129417
sorted,67300,2663041,5211292
sorted,67400,2727833,5240083
sorted,67500,2686250,5309750
sorted,67600,2598000,5171666
sorted,67700,2610375,5213250
sorted,67800,2652542,5136834
sorted,67900,2618083,5206166
sorted,68000,2648417,5240750
sorted,68100,2782292,5264709
sorted,68200,2690333,5240208
sorted,68300,2698583,5247959
sorted,68400,2600375,5391083
sorted,68500,2794792,5365250
sorted,68600,3017167,5314625
sorted,68700,2803125,5460459
sorted,68800,2812583,5428375
sorted,68900,2868500,5374000
sorted,69000,2207958,5422167
sorted,69100,2282500,5404666
sorted,69200,2688959,5284417
sorted,69300,2865500,5385084
sorted,69400,2743125,5364666
sorted,69500,2666875,5292958
sorted,69600,2896375,5358875
sorted,69700,2683625,5355750
sorted,69800,2672292,5379666
sorted,69900,2861500,5354042
sorted,70000,2779125,5383042
sorted,70100,2724667,5409333
sorted,70200,2875500,5593167
sorted,70300,2855709,5584042
sorted,70400,2973916,5543500
sorted,70500,2844125,5619958
sorted,70600,2801458,5507625
sorted,70700,2929500,5736250
sorted,70800,2816875,5644042
sorted,70900,2845292,5394792
sorted,71000,2243959,5698584
sorted,71100,2670833,5588958
sorted,71200,2726500,5417209
sorted,71300,2786875,5416833
sorted,71400,2828708,5368792
sorted,71500,2926791,5403500
sorted,71600,2828833,5417750
sorted,71700,2714750,5498000
sorted,71800,2758584,5481417
sorted,71900,3234750,5512459
sorted,72000,2626792,5530375
sorted,72100,2446333,6214708
sorted,72200,2476167,6174333
sorted,72300,2833166,6327500
sorted,72400,3053334,6157875
sorted,72500,2954042,5791042
sorted,72600,2955834,5845000
sorted,72700,2441375,6215625
sorted,72800,2790000,6120541
sorted,72900,2878000,6042375
sorted,73000,3102333,5994917
sorted,73100,2941292,6097375
sorted,73200,2794000,6252667
sorted,73300,2802792,6079667
sorted,73400,2975333,6182083
sorted,73500,3016250,6471208
sorted,73600,3186250,5635250
sorted,73700,3048500,5761625
sorted,73800,2657333,5727541
sorted,73900,2585917,5843791
sorted,74000,2521000,5938375
sorted,74100,2478167,5704334
sorted,74200,2450667,5890542
sorted,74300,2561041,5727083
sorted,74400,3089458,5671375
sorted,74500,2987041,5654500
sorted,74600,2955292,5709959
sorted,74700,3078500,5663750
sorted,74800,2949875,6086917
sorted,74900,2873750,5775709
sorted,75000,2859959,5718125
sorted,75100,2942833,5906334
sorted,75200,3171500,5972917
sorted,75300,2965916,5908208
sorted,75400,2984958,5795625
sorted,75500,2511834,6183584
sorted,75600,3025833,5836875
sorted,75700,3043333,5792917
sorted,75800,2404542,5909416
sorted,75900,3001542,5945625
sorted,76000,3007833,5889250
sorted,76100,3065459,5771625
sorted,76200,2382792,5767167
sorted,76300,2475542,5848833
sorted,76400,2876084,5998583
sorted,76500,3056625,5887375
sorted,76600,2950500,5961750
sorted,76700,3240875,6024375
sorted,76800,2613667,6049458
sorted,76900,2992375,6144041
sorted,77000,2935334,6100334
sorted,77100,3183667,6103500
sorted,77200,3085750,6077458
sorted,77300,3176292,6025917
sorted,77400,2791833,6900917
sorted,77500,2964417,6403542
sorted,77600,3130583,6528333
sorted,77700,3263834,6517292
sorted,77800,3058041,6533208
sorted,77900,2981709,6472833
sorted,78000,3084083,6764208
sorted,78100,3275000,6590875
sorted,78200,3003041,6847208
sorted,78300,2637917,6255833
sorted,78400,2940542,6008375
sorted,78500,2668292,6302542
sorted,78600,3226500,6245042
sorted,78700,3336583,6267333
sorted,78800,3232333,6327125
sorted,78900,3246416,6205250
sorted,79000,3226417,6191250
sorted,79100,3284833,6229125
sorted,79200,3229292,6078375
sorted,79300,3162875,6179125
sorted,79400,3195083,6113625
sorted,79500,3088292,6269750
sorted,79600,3145584,6146292
sorted,79700,3032416,6390916
sorted,79800,2943958,6318708
sorted,79900,3275084,6383084
sorted,80000,3039417,6472417
sorted,80100,3191000,6475042
sorted,80200,3258333,6384000
sorted,80300,3356584,6433334
sorted,80400,3354625,7064250
sorted,80500,3077000,6652208
sorted,80600,3277917,6801666
sorted,80700,3130000,6820458
sorted,80800,3276750,6735625
sorted,80900,3189791,6868250
sorted,81000,3411667,6717375
sorted,81100,3273917,6883667
sorted,81200,3266625,6261083
sorted,81300,2761417,6122958
sorted,81400,3478416,6331833
sorted,81500,3457083,6400083
sorted,81600,2820625,6427916
sorted,81700,2869000,6426417
sorted,81800,2747792,6456375
sorted,81900,3348541,6277000
sorted,82000,3285792,6344791
sorted,82100,3314250,6321000
sorted,82200,3270000,6425250
sorted,82300,3340250,6362042
sorted,82400,3254209,6368208
sorted,82500,3233666,6288000
sorted,82600,3522833,6504625
sorted,82700,2803625,6422250
sorted,82800,3333334,6642208
sorted,82900,2893125,6937458
sorted,83000,3434000,6625666
sorted,83100,3443458,6679292
sorted,83200,3434042,6454417
sorted,83300,3476167,6317666
sorted,83400,3561250,6439791
sorted,83500,3378958,6396208
sorted,83600,3407917,6443292
sorted,83700,3313959,6566042
sorted,83800,3277792,6468875
sorted,83900,3508084,6574833
sorted,84000,3475833,6460333
sorted,84100,3398417,6655750
sorted,84200,3431083,6725125
sorted,84300,3185084,6833708
sorted,84400,3278375,6667458
sorted,84500,3000625,6805166
sorted,84600,3390250,6729042
sorted,84700,3590250,6678583
sorted,84800,3355208,6561917
sorted,84900,3413917,6503583
sorted,85000,3325458,6521750
sorted,85100,3315500,6552625
sorted,85200,3456625,6525792
sorted,85300,3407375,6649917
sorted,85400,3580333,6735000
sorted,85500,3449125,6787166
sorted,85600,3517125,6752083
sorted,85700,3464583,7444042
sorted,85800,3508083,6594834
sorted,85900,3533750,6769417
sorted,86000,3461541,6880333
sorted,86100,3346958,6814625
sorted,86200,3376583,6621334
sorted,86300,3383375,6621000
sorted,86400,3552583,6747542
sorted,86500,3536000,6740416
sorted,86600,3571333,6738708
sorted,86700,3413167,6664792
sorted,86800,3514375,6803416
sorted,86900,2923541,6803167
sorted,87000,3537208,7112958
sorted,87100,3481542,6627167
sorted,87200,3381208,6852542
sorted,87300,3768833,6907167
sorted,87400,3493166,6935833
sorted,87500,3497333,6812250
sorted,87600,3725375,6959208
sorted,87700,3578375,6791375
sorted,87800,3540042,6790000
sorted,87900,3710875,6834208
sorted,88000,3548708,6824542
sorted,88100,3558458,6806291
sorted,88200,3628875,7058167
sorted,88300,3085250,6938750
sorted,88400,3480959,6835250
sorted,88500,3134459,6838875
sorted,88600,3457375,6896583
sorted,88700,3722167,6987917
sorted,88800,3831000,6881834
sorted,88900,3524417,7009333
sorted,89000,3605834,6944750
sorted,89100,3604334,6819459
sorted,89200,3546167,6911375
sorted,89300,3634000,6890792
sorted,89400,3444958,6858167
sorted,89500,3542208,6897042
sorted,89600,3542208,7101416
sorted,89700,3542875,7075292
sorted,89800,3771042,7348833
sorted,89900,3571583,7009708
sorted,90000,3718833,7166833
sorted,90100,3650584,7110542
sorted,90200,3081584,6877708
sorted,90300,3672875,6995334
sorted,90400,3621541,7062417
sorted,90500,3683541,6963875
sorted,90600,3663208,6980667
sorted,90700,3734709,7099792
sorted,90800,3669792,6989375
sorted,90900,3510083,7097375
sorted,91000,3663291,7146333
sorted,91100,3141625,7254083
sorted,91200,3565667,7077333
sorted,91300,3143583,7356458
sorted,91400,3089041,7406125
sorted,91500,3608750,7154083
sorted,91600,3625916,7034750
sorted,91700,3198750,7110541
sorted,91800,3613875,7155458
sorted,91900,3701500,7095542
sorted,92000,3652166,7158000
sorted,92100,3621792,7284209
sorted,92200,3707209,7333625
sorted,92300,3789916,7264541
sorted,92400,3666416,7360250
sorted,92500,3844416,7342833
sorted,92600,3741125,7464750
sorted,92700,3689083,7269458
sorted,92800,3669042,7959667
sorted,92900,3834750,7718042
sorted,93000,3685541,7852667
sorted,93100,3600916,7820416
sorted,93200,3629375,7814458
sorted,93300,3810333,7864959
sorted,93400,3631458,7330167
sorted,93500,3667583,7335208
sorted,93600,3662125,7515458
sorted,93700,3767958,7410750
sorted,93800,3723875,7411834
sorted,93900,3223542,7488542
sorted,94000,3799500,7266209
sorted,94100,3282416,7252792
sorted,94200,3630084,7463167
sorted,94300,3797916,7289250
sorted,94400,3711292,7258083
sorted,94500,3765000,7411958
sorted,94600,3829334,7277750
sorted,94700,3746917,7318584
sorted,94800,3835542,7446375
sorted,94900,4040833,8400875
sorted,95000,4029333,7599292
sorted,95100,3858542,7908917
sorted,95200,4075042,7619375
sorted,95300,3874292,7592791
sorted,95400,4055334,7362292
sorted,95500,3747208,7390666
sorted,95600,3846583,7404750
sorted,95700,3764042,7341042
sorted,95800,3927375,7452125
sorted,95900,4146916,7471125
sorted,96000,3703792,7458167
sorted,96100,3945833,7510291
sorted,96200,3377542,7847750
sorted,96300,4330542,7699625
sorted,96400,4167250,7948958
sorted,96500,3985208,7663584
sorted,96600,4001667,7634000
sorted,96700,4065750,7466458
sorted,96800,3892583,7442375
sorted,96900,3876709,7599000
sorted,97000,3898208,7520166
sorted,97100,3948917,7527708
sorted,97200,3903166,7623458
sorted,97300,3917666,7727791
sorted,97400,3238166,8535417
sorted,97500,3199625,8584625
sorted,97600,3973333,8332500
sorted,97700,3998959,7703667
sorted,97800,3936541,7859084
sorted,97900,4022959,7643083
sorted,98000,4005208,7621916
sorted,98100,3856667,7636958
sorted,98200,4024792,7696000
sorted,98300,3993334,7619375
sorted,98400,3953417,7654125
sorted,98500,3922000,7819792
sorted,98600,4066416,7951541
sorted,98700,3158958,7999958
sorted,98800,3948333,7940167
sorted,98900,3484417,7802833
sorted,99000,3923709,8571500
sorted,99100,3777209,7803375
sorted,99200,4196375,7731208
sorted,99300,3939583,7925625
sorted,99400,3965709,7779292
sorted,99500,3891208,7742000
sorted,99600,4006542,7796750
sorted,99700,4077084,7984750
sorted,99800,4077542,8034584
sorted,99900,3858709,7960958
almost sorted,1000,36458,70125
almost sorted,1100,33792,78209
almost sorted,1200,37833,97375
almost sorted,1300,72833,88959
almost sorted,1400,40875,102584
almost sorted,1500,46834,108333
almost sorted,1600,52833,129917
almost sorted,1700,82375,126209
almost sorted,1800,57500,130250
almost sorted,1900,95000,145333
almost sorted,2000,92958,156209
almost sorted,2100,68000,152959
almost sorted,2200,69375,159292
almost sorted,2300,74167,177958
almost sorted,2400,77917,174750
almost sorted,2500,79375,183375
almost sorted,2600,81542,213375
almost sorted,2700,91125,203292
almost sorted,2800,82292,194667
almost sorted,2900,96833,202292
almost sorted,3000,110583,204875
almost sorted,3100,92208,215500
almost sorted,3200,95166,225958
almost sorted,3300,100708,250291
almost sorted,3400,108958,251000
almost sorted,3500,217583,288000
almost sorted,3600,120041,283375
almost sorted,3700,116875,277459
almost sorted,3800,125375,288750
almost sorted,3900,125334,294792
almost sorted,4000,140541,331083
almost sorted,4100,131292,331417
almost sorted,4200,140250,327667
almost sorted,4300,136125,320709
almost sorted,4400,143333,334500
almost sorted,4500,149458,331709
almost sorted,4600,167625,358209
almost sorted,4700,156084,341375
almost sorted,4800,170333,336958
almost sorted,4900,146666,339250
almost sorted,5000,154750,354375
almost sorted,5100,164416,444541
almost sorted,5200,175625,414708
almost sorted,5300,182291,417875
almost sorted,5400,186875,411916
