merge+ins,5,sorted,600,30625
merge+ins,10,sorted,600,33542
merge+ins,15,sorted,600,29083
merge+ins,20,sorted,600,28250
merge+ins,30,sorted,600,26208
merge+ins,5,almost sorted,600,38167
merge+ins,10,almost sorted,600,33584
merge+ins,15,almost sorted,600,34292
merge+ins,20,almost sorted,600,29833
merge+ins,30,almost sorted,600,28875
merge+ins,5,almost sorted,600,37083
merge+ins,10,almost sorted,600,33250
merge+ins,15,almost sorted,600,34541
merge+ins,20,almost sorted,600,31834
merge+ins,30,almost sorted,600,29958
merge+ins,5,almost sorted,600,36250
merge+ins,10,almost sorted,600,32667
merge+ins,15,almost sorted,600,32958
merge+ins,20,almost sorted,600,29667
merge+ins,30,almost sorted,600,28709
merge+ins,5,random,700,77334
merge+ins,10,random,700,71084
merge+ins,15,random,700,70958
merge+ins,20,random,700,65625
merge+ins,30,random,700,62958
merge+ins,5,random,700,75291
merge+ins,10,random,700,81458
merge+ins,15,random,700,63667
merge+ins,20,random,700,64250
merge+ins,30,random,700,62875
merge+ins,5,random,700,82875
merge+ins,10,random,700,74084
merge+ins,15,random,700,73708
merge+ins,20,random,700,62708
merge+ins,30,random,700,61500
merge+ins,5,sorted,700,70584
merge+ins,10,sorted,700,36459
merge+ins,15,sorted,700,37083
merge+ins,20,sorted,700,29417
merge+ins,30,sorted,700,24958
merge+ins,5,sorted,700,36000
merge+ins,10,sorted,700,38417
merge+ins,15,sorted,700,33000
merge+ins,20,sorted,700,29750
merge+ins,30,sorted,700,24667
merge+ins,5,sorted,700,36083
merge+ins,10,sorted,700,33833
merge+ins,15,sorted,700,29709
merge+ins,20,sorted,700,29708
merge+ins,30,sorted,700,26625
merge+ins,5,almost sorted,700,45208
merge+ins,10,almost sorted,700,42666
merge+ins,15,almost sorted,700,40541
merge+ins,20,almost sorted,700,38166
merge+ins,30,almost sorted,700,33875
merge+ins,5,almost sorted,700,45916
merge+ins,10,almost sorted,700,42166
merge+ins,15,almost sorted,700,38584
merge+ins,20,almost sorted,700,37292
merge+ins,30,almost sorted,700,35125
merge+ins,5,almost sorted,700,44833
merge+ins,10,almost sorted,700,41917
merge+ins,15,almost sorted,700,38500
merge+ins,20,almost sorted,700,38375
merge+ins,30,almost sorted,700,34292
merge+ins,5,random,800,85500
merge+ins,10,random,800,80875
merge+ins,15,random,800,74375
merge+ins,20,random,800,73584
merge+ins,30,random,800,72417
merge+ins,5,random,800,88334
merge+ins,10,random,800,100584
merge+ins,15,random,800,74375
merge+ins,20,random,800,74042
merge+ins,30,random,800,72208
merge+ins,5,random,800,86083
merge+ins,10,random,800,79625
merge+ins,15,random,800,77291
merge+ins,20,random,800,73750
merge+ins,30,random,800,71834
merge+ins,5,sorted,800,45416
merge+ins,10,sorted,800,39916
merge+ins,15,sorted,800,33458
merge+ins,20,sorted,800,32959
merge+ins,30,sorted,800,27208
merge+ins,5,sorted,800,44333
merge+ins,10,sorted,800,39750
merge+ins,15,sorted,800,33541
merge+ins,20,sorted,800,33583
merge+ins,30,sorted,800,27916
merge+ins,5,sorted,800,44459
merge+ins,10,sorted,800,39333
merge+ins,15,sorted,800,33417
merge+ins,20,sorted,800,33459
merge+ins,30,sorted,800,27875
merge+ins,5,almost sorted,800,55583
merge+ins,10,almost sorted,800,50625
merge+ins,15,almost sorted,800,45041
merge+ins,20,almost sorted,800,44083
merge+ins,30,almost sorted,800,38833
merge+ins,5,almost sorted,800,151000
merge+ins,10,almost sorted,800,71458
merge+ins,15,almost sorted,800,43583
merge+ins,20,almost sorted,800,43542
merge+ins,30,almost sorted,800,39125
merge+ins,5,almost sorted,800,55500
merge+ins,10,almost sorted,800,58875
merge+ins,15,almost sorted,800,43916
merge+ins,20,almost sorted,800,42916
merge+ins,30,almost sorted,800,38125
merge+ins,5,random,900,96917
merge+ins,10,random,900,99375
merge+ins,15,random,900,88166
merge+ins,20,random,900,87625
merge+ins,30,random,900,103833
merge+ins,5,random,900,95000
merge+ins,10,random,900,77625
merge+ins,15,random,900,75042
merge+ins,20,random,900,86458
merge+ins,30,random,900,72042
merge+ins,5,random,900,101291
merge+ins,10,random,900,84375
merge+ins,15,random,900,91500
merge+ins,20,random,900,98000
merge+ins,30,random,900,88917
merge+ins,5,sorted,900,51416
merge+ins,10,sorted,900,46500
merge+ins,15,sorted,900,33084
merge+ins,20,sorted,900,32209
merge+ins,30,sorted,900,26792
merge+ins,5,sorted,900,43083
merge+ins,10,sorted,900,48792
merge+ins,15,sorted,900,34667
merge+ins,20,sorted,900,40541
merge+ins,30,sorted,900,39167
merge+ins,5,sorted,900,65125
merge+ins,10,sorted,900,51166
merge+ins,15,sorted,900,43791
merge+ins,20,sorted,900,51416
merge+ins,30,sorted,900,28709
merge+ins,5,almost sorted,900,63417
merge+ins,10,almost sorted,900,64667
merge+ins,15,almost sorted,900,103958
merge+ins,20,almost sorted,900,48875
merge+ins,30,almost sorted,900,46250
merge+ins,5,almost sorted,900,60416
merge+ins,10,almost sorted,900,54917
merge+ins,15,almost sorted,900,47916
merge+ins,20,almost sorted,900,48417
merge+ins,30,almost sorted,900,47625
merge+ins,5,almost sorted,900,73209
merge+ins,10,almost sorted,900,54500
merge+ins,15,almost sorted,900,47375
merge+ins,20,almost sorted,900,88750
merge+ins,30,almost sorted,900,56458
merge+ins,5,random,1000,126875
merge+ins,10,random,1000,98292
merge+ins,15,random,1000,97333
merge+ins,20,random,1000,100042
merge+ins,30,random,1000,94458
merge+ins,5,random,1000,109125
merge+ins,10,random,1000,101917
merge+ins,15,random,1000,103208
merge+ins,20,random,1000,94250
merge+ins,30,random,1000,93416
merge+ins,5,random,1000,121917
merge+ins,10,random,1000,103708
merge+ins,15,random,1000,109875
merge+ins,20,random,1000,105042
merge+ins,30,random,1000,103708
merge+ins,5,sorted,1000,55084
merge+ins,10,sorted,1000,47167
merge+ins,15,sorted,1000,46084
merge+ins,20,sorted,1000,51959
merge+ins,30,sorted,1000,43542
merge+ins,5,sorted,1000,60709
merge+ins,10,sorted,1000,49541
merge+ins,15,sorted,1000,48375
merge+ins,20,sorted,1000,45000
merge+ins,30,sorted,1000,39333
merge+ins,5,sorted,1000,52625
merge+ins,10,sorted,1000,46166
merge+ins,15,sorted,1000,51250
merge+ins,20,sorted,1000,48416
merge+ins,30,sorted,1000,70000
merge+ins,5,almost sorted,1000,68917
merge+ins,10,almost sorted,1000,62125
merge+ins,15,almost sorted,1000,59083
merge+ins,20,almost sorted,1000,59500
merge+ins,30,almost sorted,1000,53959
merge+ins,5,almost sorted,1000,68500
merge+ins,10,almost sorted,1000,62625
merge+ins,15,almost sorted,1000,61791
merge+ins,20,almost sorted,1000,57666
merge+ins,30,almost sorted,1000,61875
merge+ins,5,almost sorted,1000,71000
merge+ins,10,almost sorted,1000,69500
merge+ins,15,almost sorted,1000,90791
merge+ins,20,almost sorted,1000,58625
merge+ins,30,almost sorted,1000,56625
merge+ins,5,random,1100,126833
merge+ins,10,random,1100,117292
merge+ins,15,random,1100,114792
merge+ins,20,random,1100,101625
merge+ins,30,random,1100,101459
merge+ins,5,random,1100,124583
merge+ins,10,random,1100,119083
merge+ins,15,random,1100,115792
merge+ins,20,random,1100,111291
merge+ins,30,random,1100,110375
merge+ins,5,random,1100,117708
merge+ins,10,random,1100,109750
merge+ins,15,random,1100,108709
merge+ins,20,random,1100,101375
merge+ins,30,random,1100,110250
merge+ins,5,sorted,1100,58625
merge+ins,10,sorted,1100,59167
merge+ins,15,sorted,1100,64917
merge+ins,20,sorted,1100,45208
merge+ins,30,sorted,1100,45250
merge+ins,5,sorted,1100,60667
merge+ins,10,sorted,1100,53416
merge+ins,15,sorted,1100,53292
merge+ins,20,sorted,1100,46000
merge+ins,30,sorted,1100,45000
merge+ins,5,sorted,1100,60459
merge+ins,10,sorted,1100,53209
merge+ins,15,sorted,1100,52875
merge+ins,20,sorted,1100,44292
merge+ins,30,sorted,1100,44042
merge+ins,5,almost sorted,1100,91542
merge+ins,10,almost sorted,1100,69375
merge+ins,15,almost sorted,1100,66750
merge+ins,20,almost sorted,1100,58708
merge+ins,30,almost sorted,1100,59083
merge+ins,5,almost sorted,1100,74209
merge+ins,10,almost sorted,1100,67583
merge+ins,15,almost sorted,1100,66708
merge+ins,20,almost sorted,1100,59334
merge+ins,30,almost sorted,1100,59708
merge+ins,5,almost sorted,1100,74583
merge+ins,10,almost sorted,1100,67125
merge+ins,15,almost sorted,1100,70917
merge+ins,20,almost sorted,1100,64291
merge+ins,30,almost sorted,1100,63625
merge+ins,5,random,1200,152250
merge+ins,10,random,1200,134916
merge+ins,15,random,1200,133625
merge+ins,20,random,1200,115500
merge+ins,30,random,1200,115042
merge+ins,5,random,1200,128958
merge+ins,10,random,1200,128917
merge+ins,15,random,1200,120083
merge+ins,20,random,1200,115792
merge+ins,30,random,1200,115625
merge+ins,5,random,1200,129125
merge+ins,10,random,1200,119583
merge+ins,15,random,1200,119791
merge+ins,20,random,1200,116000
merge+ins,30,random,1200,115250
merge+ins,5,sorted,1200,65083
merge+ins,10,sorted,1200,72042
merge+ins,15,sorted,1200,56209
merge+ins,20,sorted,1200,48292
merge+ins,30,sorted,1200,48083
merge+ins,5,sorted,1200,63875
merge+ins,10,sorted,1200,56167
merge+ins,15,sorted,1200,56292
merge+ins,20,sorted,1200,48792
merge+ins,30,sorted,1200,47959
merge+ins,5,sorted,1200,69500
merge+ins,10,sorted,1200,58417
merge+ins,15,sorted,1200,56083
merge+ins,20,sorted,1200,53625
merge+ins,30,sorted,1200,48084
merge+ins,5,almost sorted,1200,83042
merge+ins,10,almost sorted,1200,78209
merge+ins,15,almost sorted,1200,74958
merge+ins,20,almost sorted,1200,71375
merge+ins,30,almost sorted,1200,65125
merge+ins,5,almost sorted,1200,80500
merge+ins,10,almost sorted,1200,79959
merge+ins,15,almost sorted,1200,80334
merge+ins,20,almost sorted,1200,81125
merge+ins,30,almost sorted,1200,82667
merge+ins,5,almost sorted,1200,80042
merge+ins,10,almost sorted,1200,70834
merge+ins,15,almost sorted,1200,70292
merge+ins,20,almost sorted,1200,63250
merge+ins,30,almost sorted,1200,64125
merge+ins,5,random,1300,146583
merge+ins,10,random,1300,143583
merge+ins,15,random,1300,133458
merge+ins,20,random,1300,137375
merge+ins,30,random,1300,149708
merge+ins,5,random,1300,165334
merge+ins,10,random,1300,133167
merge+ins,15,random,1300,142292
merge+ins,20,random,1300,128250
merge+ins,30,random,1300,138500
merge+ins,5,random,1300,160834
merge+ins,10,random,1300,142750
merge+ins,15,random,1300,132417
merge+ins,20,random,1300,128291
merge+ins,30,random,1300,125750
merge+ins,5,sorted,1300,74083
merge+ins,10,sorted,1300,62166
merge+ins,15,sorted,1300,60875
merge+ins,20,sorted,1300,55042
merge+ins,30,sorted,1300,51833
merge+ins,5,sorted,1300,69291
merge+ins,10,sorted,1300,62334
merge+ins,15,sorted,1300,60833
merge+ins,20,sorted,1300,55416
merge+ins,30,sorted,1300,51666
merge+ins,5,sorted,1300,69417
merge+ins,10,sorted,1300,62042
merge+ins,15,sorted,1300,66208
merge+ins,20,sorted,1300,54958
merge+ins,30,sorted,1300,51791
merge+ins,5,almost sorted,1300,100042
merge+ins,10,almost sorted,1300,93500
merge+ins,15,almost sorted,1300,95250
merge+ins,20,almost sorted,1300,89458
merge+ins,30,almost sorted,1300,70708
merge+ins,5,almost sorted,1300,90042
merge+ins,10,almost sorted,1300,86792
merge+ins,15,almost sorted,1300,90958
merge+ins,20,almost sorted,1300,74333
merge+ins,30,almost sorted,1300,70833
merge+ins,5,almost sorted,1300,91500
merge+ins,10,almost sorted,1300,81916
merge+ins,15,almost sorted,1300,77583
merge+ins,20,almost sorted,1300,77208
merge+ins,30,almost sorted,1300,70625
merge+ins,5,random,1400,156042
merge+ins,10,random,1400,152709
merge+ins,15,random,1400,144417
merge+ins,20,random,1400,140834
merge+ins,30,random,1400,143834
merge+ins,5,random,1400,156375
merge+ins,10,random,1400,145750
merge+ins,15,random,1400,138250
merge+ins,20,random,1400,131209
merge+ins,30,random,1400,128042
merge+ins,5,random,1400,154208
merge+ins,10,random,1400,140125
merge+ins,15,random,1400,131500
merge+ins,20,random,1400,131542
merge+ins,30,random,1400,135166
merge+ins,5,sorted,1400,85500
merge+ins,10,sorted,1400,161875
merge+ins,15,sorted,1400,73208
merge+ins,20,sorted,1400,72625
merge+ins,30,sorted,1400,58041
merge+ins,5,sorted,1400,81834
merge+ins,10,sorted,1400,76333
merge+ins,15,sorted,1400,71416
merge+ins,20,sorted,1400,69458
merge+ins,30,sorted,1400,57917
merge+ins,5,sorted,1400,78042
merge+ins,10,sorted,1400,73042
merge+ins,15,sorted,1400,70417
merge+ins,20,sorted,1400,65208
merge+ins,30,sorted,1400,61291
merge+ins,5,almost sorted,1400,98667
merge+ins,10,almost sorted,1400,91625
merge+ins,15,almost sorted,1400,88875
merge+ins,20,almost sorted,1400,90708
merge+ins,30,almost sorted,1400,76875
merge+ins,5,almost sorted,1400,97875
merge+ins,10,almost sorted,1400,93833
merge+ins,15,almost sorted,1400,85084
merge+ins,20,almost sorted,1400,85000
merge+ins,30,almost sorted,1400,76334
merge+ins,5,almost sorted,1400,97458
merge+ins,10,almost sorted,1400,96708
merge+ins,15,almost sorted,1400,88375
merge+ins,20,almost sorted,1400,84459
merge+ins,30,almost sorted,1400,77041
merge+ins,5,random,1500,178667
merge+ins,10,random,1500,168500
merge+ins,15,random,1500,154834
merge+ins,20,random,1500,152917
merge+ins,30,random,1500,160625
merge+ins,5,random,1500,208417
merge+ins,10,random,1500,158792
merge+ins,15,random,1500,157625
merge+ins,20,random,1500,143334
merge+ins,30,random,1500,142959
merge+ins,5,random,1500,155417
merge+ins,10,random,1500,154500
merge+ins,15,random,1500,166167
merge+ins,20,random,1500,139542
merge+ins,30,random,1500,135750
merge+ins,5,sorted,1500,92417
merge+ins,10,sorted,1500,84042
merge+ins,15,sorted,1500,72875
merge+ins,20,sorted,1500,72000
merge+ins,30,sorted,1500,62167
merge+ins,5,sorted,1500,91917
merge+ins,10,sorted,1500,82750
merge+ins,15,sorted,1500,71625
merge+ins,20,sorted,1500,78416
merge+ins,30,sorted,1500,61250
merge+ins,5,sorted,1500,91666
merge+ins,10,sorted,1500,82916
merge+ins,15,sorted,1500,72000
merge+ins,20,sorted,1500,72041
merge+ins,30,sorted,1500,61250
merge+ins,5,almost sorted,1500,112542
merge+ins,10,almost sorted,1500,102833
merge+ins,15,almost sorted,1500,89417
merge+ins,20,almost sorted,1500,88709
merge+ins,30,almost sorted,1500,79375
merge+ins,5,almost sorted,1500,118708
merge+ins,10,almost sorted,1500,106375
merge+ins,15,almost sorted,1500,107959
merge+ins,20,almost sorted,1500,122625
merge+ins,30,almost sorted,1500,85459
merge+ins,5,almost sorted,1500,116417
merge+ins,10,almost sorted,1500,101917
merge+ins,15,almost sorted,1500,85458
merge+ins,20,almost sorted,1500,86083
merge+ins,30,almost sorted,1500,79542
merge+ins,5,random,1600,176000
merge+ins,10,random,1600,190875
merge+ins,15,random,1600,174084
merge+ins,20,random,1600,163042
merge+ins,30,random,1600,160750
merge+ins,5,random,1600,185083
merge+ins,10,random,1600,174333
merge+ins,15,random,1600,162375
merge+ins,20,random,1600,160458
merge+ins,30,random,1600,155459
merge+ins,5,random,1600,189833
merge+ins,10,random,1600,176500
merge+ins,15,random,1600,167417
merge+ins,20,random,1600,161875
merge+ins,30,random,1600,155875
merge+ins,5,sorted,1600,99834
merge+ins,10,sorted,1600,87500
merge+ins,15,sorted,1600,75875
merge+ins,20,sorted,1600,75250
merge+ins,30,sorted,1600,64417
merge+ins,5,sorted,1600,110541
merge+ins,10,sorted,1600,137292
merge+ins,15,sorted,1600,109833
merge+ins,20,sorted,1600,74417
merge+ins,30,sorted,1600,61209
merge+ins,5,sorted,1600,92375
merge+ins,10,sorted,1600,81750
merge+ins,15,sorted,1600,70875
merge+ins,20,sorted,1600,70416
merge+ins,30,sorted,1600,59834
merge+ins,5,almost sorted,1600,116291
merge+ins,10,almost sorted,1600,105833
merge+ins,15,almost sorted,1600,99542
merge+ins,20,almost sorted,1600,106792
merge+ins,30,almost sorted,1600,87666
merge+ins,5,almost sorted,1600,114875
merge+ins,10,almost sorted,1600,116750
merge+ins,15,almost sorted,1600,86667
merge+ins,20,almost sorted,1600,86375
merge+ins,30,almost sorted,1600,78958
merge+ins,5,almost sorted,1600,105875
merge+ins,10,almost sorted,1600,104333
merge+ins,15,almost sorted,1600,92792
merge+ins,20,almost sorted,1600,92167
merge+ins,30,almost sorted,1600,85042
merge+ins,5,random,1700,198125
merge+ins,10,random,1700,184875
merge+ins,15,random,1700,173583
merge+ins,20,random,1700,183416
merge+ins,30,random,1700,173209
merge+ins,5,random,1700,197500
merge+ins,10,random,1700,180750
merge+ins,15,random,1700,176250
merge+ins,20,random,1700,173000
merge+ins,30,random,1700,173917
merge+ins,5,random,1700,191958
merge+ins,10,random,1700,179583
merge+ins,15,random,1700,170166
merge+ins,20,random,1700,184000
merge+ins,30,random,1700,187000
merge+ins,5,sorted,1700,98333
merge+ins,10,sorted,1700,87541
merge+ins,15,sorted,1700,74709
merge+ins,20,sorted,1700,74333
merge+ins,30,sorted,1700,64875
merge+ins,5,sorted,1700,100833
merge+ins,10,sorted,1700,88458
merge+ins,15,sorted,1700,76708
merge+ins,20,sorted,1700,76500
merge+ins,30,sorted,1700,70000
merge+ins,5,sorted,1700,99417
merge+ins,10,sorted,1700,88250
merge+ins,15,sorted,1700,76667
merge+ins,20,sorted,1700,76542
merge+ins,30,sorted,1700,64875
merge+ins,5,almost sorted,1700,121500
merge+ins,10,almost sorted,1700,111209
merge+ins,15,almost sorted,1700,105792
merge+ins,20,almost sorted,1700,98959
merge+ins,30,almost sorted,1700,98583
merge+ins,5,almost sorted,1700,124917
merge+ins,10,almost sorted,1700,110833
merge+ins,15,almost sorted,1700,100000
merge+ins,20,almost sorted,1700,100500
merge+ins,30,almost sorted,1700,89459
merge+ins,5,almost sorted,1700,121083
merge+ins,10,almost sorted,1700,111208
merge+ins,15,almost sorted,1700,100333
merge+ins,20,almost sorted,1700,105042
merge+ins,30,almost sorted,1700,90125
merge+ins,5,random,1800,202458
merge+ins,10,random,1800,198417
merge+ins,15,random,1800,181667
merge+ins,20,random,1800,180584
merge+ins,30,random,1800,178542
merge+ins,5,random,1800,232166
merge+ins,10,random,1800,196459
merge+ins,15,random,1800,190291
merge+ins,20,random,1800,189083
merge+ins,30,random,1800,179875
merge+ins,5,random,1800,202125
merge+ins,10,random,1800,193208
merge+ins,15,random,1800,179833
merge+ins,20,random,1800,182750
merge+ins,30,random,1800,178917
merge+ins,5,sorted,1800,110958
merge+ins,10,sorted,1800,105042
merge+ins,15,sorted,1800,84125
merge+ins,20,sorted,1800,80750
merge+ins,30,sorted,1800,73791
merge+ins,5,sorted,1800,107791
merge+ins,10,sorted,1800,92917
merge+ins,15,sorted,1800,80833
merge+ins,20,sorted,1800,80583
merge+ins,30,sorted,1800,68667
merge+ins,5,sorted,1800,104875
merge+ins,10,sorted,1800,92875
merge+ins,15,sorted,1800,85458
merge+ins,20,sorted,1800,80500
merge+ins,30,sorted,1800,68875
merge+ins,5,almost sorted,1800,125625
merge+ins,10,almost sorted,1800,117417
merge+ins,15,almost sorted,1800,106292
merge+ins,20,almost sorted,1800,111792
merge+ins,30,almost sorted,1800,100917
merge+ins,5,almost sorted,1800,127292
merge+ins,10,almost sorted,1800,119417
merge+ins,15,almost sorted,1800,107041
merge+ins,20,almost sorted,1800,108000
merge+ins,30,almost sorted,1800,97709
merge+ins,5,almost sorted,1800,138791
merge+ins,10,almost sorted,1800,122542
merge+ins,15,almost sorted,1800,106250
merge+ins,20,almost sorted,1800,105583
merge+ins,30,almost sorted,1800,96209
merge+ins,5,random,1900,217625
merge+ins,10,random,1900,207833
merge+ins,15,random,1900,201584
merge+ins,20,random,1900,194041
merge+ins,30,random,1900,194417
merge+ins,5,random,1900,217375
merge+ins,10,random,1900,203125
merge+ins,15,random,1900,197125
merge+ins,20,random,1900,192833
merge+ins,30,random,1900,196041
merge+ins,5,random,1900,234792
merge+ins,10,random,1900,205667
merge+ins,15,random,1900,192125
merge+ins,20,random,1900,197833
merge+ins,30,random,1900,197334
merge+ins,5,sorted,1900,117625
merge+ins,10,sorted,1900,97666
merge+ins,15,sorted,1900,85167
merge+ins,20,sorted,1900,85250
merge+ins,30,sorted,1900,72417
merge+ins,5,sorted,1900,118875
merge+ins,10,sorted,1900,97458
merge+ins,15,sorted,1900,88708
merge+ins,20,sorted,1900,85209
merge+ins,30,sorted,1900,72458
merge+ins,5,sorted,1900,111458
merge+ins,10,sorted,1900,97875
merge+ins,15,sorted,1900,85167
merge+ins,20,sorted,1900,93208
merge+ins,30,sorted,1900,72833
merge+ins,5,almost sorted,1900,153125
merge+ins,10,almost sorted,1900,128625
merge+ins,15,almost sorted,1900,111166
merge+ins,20,almost sorted,1900,111417
merge+ins,30,almost sorted,1900,102750
merge+ins,5,almost sorted,1900,144792
merge+ins,10,almost sorted,1900,123708
merge+ins,15,almost sorted,1900,114208
merge+ins,20,almost sorted,1900,112250
merge+ins,30,almost sorted,1900,102625
merge+ins,5,almost sorted,1900,158167
merge+ins,10,almost sorted,1900,123333
merge+ins,15,almost sorted,1900,116209
merge+ins,20,almost sorted,1900,124000
merge+ins,30,almost sorted,1900,101625
merge+ins,5,random,2000,233334
merge+ins,10,random,2000,214625
merge+ins,15,random,2000,216041
merge+ins,20,random,2000,212709
merge+ins,30,random,2000,206916
merge+ins,5,random,2000,228417
merge+ins,10,random,2000,212875
merge+ins,15,random,2000,210125
merge+ins,20,random,2000,204000
merge+ins,30,random,2000,204167
merge+ins,5,random,2000,227042
merge+ins,10,random,2000,222333
merge+ins,15,random,2000,212917
merge+ins,20,random,2000,224417
merge+ins,30,random,2000,204291
merge+ins,5,sorted,2000,114541
merge+ins,10,sorted,2000,103834
merge+ins,15,sorted,2000,97708
merge+ins,20,sorted,2000,89375
merge+ins,30,sorted,2000,88125
merge+ins,5,sorted,2000,117958
merge+ins,10,sorted,2000,108000
merge+ins,15,sorted,2000,98083
merge+ins,20,sorted,2000,89083
merge+ins,30,sorted,2000,87667
merge+ins,5,sorted,2000,121458
merge+ins,10,sorted,2000,103083
merge+ins,15,sorted,2000,98875
merge+ins,20,sorted,2000,89333
merge+ins,30,sorted,2000,87708
merge+ins,5,almost sorted,2000,146708
merge+ins,10,almost sorted,2000,131417
merge+ins,15,almost sorted,2000,126958
merge+ins,20,almost sorted,2000,117750
merge+ins,30,almost sorted,2000,117625
merge+ins,5,almost sorted,2000,142542
merge+ins,10,almost sorted,2000,134709
merge+ins,15,almost sorted,2000,125833
merge+ins,20,almost sorted,2000,116583
merge+ins,30,almost sorted,2000,118542
merge+ins,5,almost sorted,2000,143166
merge+ins,10,almost sorted,2000,130167
merge+ins,15,almost sorted,2000,126541
merge+ins,20,almost sorted,2000,118042
merge+ins,30,almost sorted,2000,117375
merge+ins,5,random,2100,247833
merge+ins,10,random,2100,226625
merge+ins,15,random,2100,223000
merge+ins,20,random,2100,243208
merge+ins,30,random,2100,254125
merge+ins,5,random,2100,233292
merge+ins,10,random,2100,216167
merge+ins,15,random,2100,223958
merge+ins,20,random,2100,193792
merge+ins,30,random,2100,193625
merge+ins,5,random,2100,233000
merge+ins,10,random,2100,219417
merge+ins,15,random,2100,218875
merge+ins,20,random,2100,210333
merge+ins,30,random,2100,209208
merge+ins,5,sorted,2100,126958
merge+ins,10,sorted,2100,108375
merge+ins,15,sorted,2100,108208
merge+ins,20,sorted,2100,93375
merge+ins,30,sorted,2100,94958
merge+ins,5,sorted,2100,122000
merge+ins,10,sorted,2100,108875
merge+ins,15,sorted,2100,108500
merge+ins,20,sorted,2100,93709
merge+ins,30,sorted,2100,93208
merge+ins,5,sorted,2100,122208
merge+ins,10,sorted,2100,108417
merge+ins,15,sorted,2100,108250
merge+ins,20,sorted,2100,103833
merge+ins,30,sorted,2100,94875
merge+ins,5,almost sorted,2100,165459
merge+ins,10,almost sorted,2100,143583
merge+ins,15,almost sorted,2100,144625
merge+ins,20,almost sorted,2100,124333
merge+ins,30,almost sorted,2100,124291
merge+ins,5,almost sorted,2100,148917
merge+ins,10,almost sorted,2100,137542
merge+ins,15,almost sorted,2100,139625
merge+ins,20,almost sorted,2100,124917
merge+ins,30,almost sorted,2100,128041
merge+ins,5,almost sorted,2100,171958
merge+ins,10,almost sorted,2100,139709
merge+ins,15,almost sorted,2100,142125
merge+ins,20,almost sorted,2100,125125
merge+ins,30,almost sorted,2100,129667
merge+ins,5,random,2200,257709
merge+ins,10,random,2200,239791
merge+ins,15,random,2200,237792
merge+ins,20,random,2200,237209
merge+ins,30,random,2200,227792
merge+ins,5,random,2200,262500
merge+ins,10,random,2200,239458
merge+ins,15,random,2200,258750
merge+ins,20,random,2200,230541
merge+ins,30,random,2200,249834
merge+ins,5,random,2200,255959
merge+ins,10,random,2200,239125
merge+ins,15,random,2200,239166
merge+ins,20,random,2200,229666
merge+ins,30,random,2200,239542
merge+ins,5,sorted,2200,124416
merge+ins,10,sorted,2200,111000
merge+ins,15,sorted,2200,114750
merge+ins,20,sorted,2200,96708
merge+ins,30,sorted,2200,95000
merge+ins,5,sorted,2200,124375
merge+ins,10,sorted,2200,110833
merge+ins,15,sorted,2200,111584
merge+ins,20,sorted,2200,97084
merge+ins,30,sorted,2200,94875
merge+ins,5,sorted,2200,126958
