func,change,data_kind,size,n_ms
merge,0,sorted,18700,1726500
merge,0,sorted,18700,1848333
merge,0,sorted,18700,2624000
merge,0,almost sorted,18700,2452500
merge,0,almost sorted,18700,2089417
merge,0,almost sorted,18700,2042542
merge,0,random,18800,3098500
merge,0,random,18800,3073250
merge,0,random,18800,3131250
merge,0,sorted,18800,1656333
merge,0,sorted,18800,1848875
merge,0,sorted,18800,1794417
merge,0,almost sorted,18800,2252083
merge,0,almost sorted,18800,2149292
merge,0,almost sorted,18800,2129541
merge,0,random,18900,3245167
merge,0,random,18900,3070584
merge,0,random,18900,3068875
merge,0,sorted,18900,1648375
merge,0,sorted,18900,1707958
merge,0,sorted,18900,1823417
merge,0,almost sorted,18900,2130791
merge,0,almost sorted,18900,2220667
merge,0,almost sorted,18900,2159250
merge,0,random,19000,3127667
merge,0,random,19000,3312375
merge,0,random,19000,3056666
merge,0,sorted,19000,1715458
merge,0,sorted,19000,1811542
merge,0,sorted,19000,1776541
merge,0,almost sorted,19000,2182250
merge,0,almost sorted,19000,2039875
merge,0,almost sorted,19000,1984500
merge,0,random,19100,3218833
merge,0,random,19100,3217041
merge,0,random,19100,3167833
merge,0,sorted,19100,1738250
merge,0,sorted,19100,1740209
merge,0,sorted,19100,1874209
merge,0,almost sorted,19100,2150250
merge,0,almost sorted,19100,2004750
merge,0,almost sorted,19100,2124750
merge,0,random,19200,3169333
merge,0,random,19200,3409084
merge,0,random,19200,3257417
merge,0,sorted,19200,1732583
merge,0,sorted,19200,1765541
merge,0,sorted,19200,1876667
merge,0,almost sorted,19200,2359792
merge,0,almost sorted,19200,2248625
merge,0,almost sorted,19200,2865500
merge,0,random,19300,3388375
merge,0,random,19300,8601875
merge,0,random,19300,3912542
merge,0,sorted,19300,1875084
merge,0,sorted,19300,3076083
merge,0,sorted,19300,1770125
merge,0,almost sorted,19300,2038458
merge,0,almost sorted,19300,2017000
merge,0,almost sorted,19300,2003625
merge,0,random,19400,3260583
merge,0,random,19400,3346417
merge,0,random,19400,3447500
merge,0,sorted,19400,2102500
merge,0,sorted,19400,2284000
merge,0,sorted,19400,1846958
merge,0,almost sorted,19400,2158291
merge,0,almost sorted,19400,2499583
merge,0,almost sorted,19400,2197583
merge,0,random,19500,3188792
merge,0,random,19500,3147791
merge,0,random,19500,3576209
merge,0,sorted,19500,1997042
merge,0,sorted,19500,1905041
merge,0,sorted,19500,1884458
merge,0,almost sorted,19500,2291500
merge,0,almost sorted,19500,2131208
merge,0,almost sorted,19500,2129250
merge,0,random,19600,3203292
merge,0,random,19600,3201875
merge,0,random,19600,3303292
merge,0,sorted,19600,2018958
merge,0,sorted,19600,1828458
merge,0,sorted,19600,1834583
merge,0,almost sorted,19600,2344500
merge,0,almost sorted,19600,2438709
merge,0,almost sorted,19600,2305625
merge,0,random,19700,3238666
merge,0,random,19700,3375708
merge,0,random,19700,3289375
merge,0,sorted,19700,1728792
merge,0,sorted,19700,2004791
merge,0,sorted,19700,1811083
merge,0,almost sorted,19700,2322500
merge,0,almost sorted,19700,2482541
merge,0,almost sorted,19700,2318833
merge,0,random,19800,3699459
merge,0,random,19800,3487916
merge,0,random,19800,3363292
merge,0,sorted,19800,1878125
merge,0,sorted,19800,1859791
merge,0,sorted,19800,1907167
merge,0,almost sorted,19800,2175792
merge,0,almost sorted,19800,2413875
merge,0,almost sorted,19800,2205959
merge,0,random,19900,3451292
merge,0,random,19900,3327667
merge,0,random,19900,3198542
merge,0,sorted,19900,1909666
merge,0,sorted,19900,1900209
merge,0,sorted,19900,1864958
merge,0,almost sorted,19900,2090250
merge,0,almost sorted,19900,2491500
merge,0,almost sorted,19900,2257875
merge,0,random,20000,3386167
merge,0,random,20000,3387083
merge,0,random,20000,3369458
merge,0,sorted,20000,1804666
merge,0,sorted,20000,1745583
merge,0,sorted,20000,1738416
merge,0,almost sorted,20000,2150750
merge,0,almost sorted,20000,2226584
merge,0,almost sorted,20000,2093875
merge,0,random,20100,3322417
merge,0,random,20100,3313333
merge,0,random,20100,3307250
merge,0,sorted,20100,1977250
merge,0,sorted,20100,1784625
merge,0,sorted,20100,1753334
merge,0,almost sorted,20100,2146792
merge,0,almost sorted,20100,2157209
merge,0,almost sorted,20100,2152250
merge,0,random,20200,3370292
merge,0,random,20200,3229417
merge,0,random,20200,3309958
merge,0,sorted,20200,1841792
merge,0,sorted,20200,1797667
merge,0,sorted,20200,1855458
merge,0,almost sorted,20200,2219292
merge,0,almost sorted,20200,2326792
merge,0,almost sorted,20200,2447583
merge,0,random,20300,3540833
merge,0,random,20300,3412125
merge,0,random,20300,3627250
merge,0,sorted,20300,1893708
merge,0,sorted,20300,2035000
merge,0,sorted,20300,2040083
merge,0,almost sorted,20300,2248500
merge,0,almost sorted,20300,2419458
merge,0,almost sorted,20300,2354375
merge,0,random,20400,3549667
merge,0,random,20400,3455041
merge,0,random,20400,3304000
merge,0,sorted,20400,1987916
merge,0,sorted,20400,1924125
merge,0,sorted,20400,1802084
merge,0,almost sorted,20400,2261458
merge,0,almost sorted,20400,2250917
merge,0,almost sorted,20400,2242250
merge,0,random,20500,3407000
merge,0,random,20500,3264167
merge,0,random,20500,3250708
merge,0,sorted,20500,1885125
merge,0,sorted,20500,1862500
merge,0,sorted,20500,1886250
merge,0,almost sorted,20500,2514333
merge,0,almost sorted,20500,2244542
merge,0,almost sorted,20500,2187709
merge,0,random,20600,3391708
merge,0,random,20600,3290625
merge,0,random,20600,3450667
merge,0,sorted,20600,1996209
merge,0,sorted,20600,1787084
merge,0,sorted,20600,1800709
merge,0,almost sorted,20600,2332209
merge,0,almost sorted,20600,2293041
merge,0,almost sorted,20600,2421000
merge,0,random,20700,3495708
merge,0,random,20700,3445125
merge,0,random,20700,3387334
merge,0,sorted,20700,1833125
merge,0,sorted,20700,1721708
merge,0,sorted,20700,2024750
merge,0,almost sorted,20700,2427250
merge,0,almost sorted,20700,2393125
merge,0,almost sorted,20700,2445209
merge,0,random,20800,3612416
merge,0,random,20800,3470875
merge,0,random,20800,3497750
merge,0,sorted,20800,1919834
merge,0,sorted,20800,2027125
merge,0,sorted,20800,1986542
merge,0,almost sorted,20800,2342083
merge,0,almost sorted,20800,2453292
merge,0,almost sorted,20800,2524875
merge,0,random,20900,3623000
merge,0,random,20900,3626041
merge,0,random,20900,3502667
merge,0,sorted,20900,1894583
merge,0,sorted,20900,1929917
merge,0,sorted,20900,1800708
merge,0,almost sorted,20900,2300667
merge,0,almost sorted,20900,2334375
merge,0,almost sorted,20900,2288292
merge,0,random,21000,3488667
merge,0,random,21000,3518042
merge,0,random,21000,3546417
merge,0,sorted,21000,2025042
merge,0,sorted,21000,2087292
merge,0,sorted,21000,1926583
merge,0,almost sorted,21000,2285291
merge,0,almost sorted,21000,2283125
merge,0,almost sorted,21000,2302667
merge,0,random,21100,3438834
merge,0,random,21100,3441209
merge,0,random,21100,3855166
merge,0,sorted,21100,2019042
merge,0,sorted,21100,1933875
merge,0,sorted,21100,1881208
merge,0,almost sorted,21100,2287708
merge,0,almost sorted,21100,3093875
merge,0,almost sorted,21100,2362375
merge,0,random,21200,3502292
merge,0,random,21200,3659291
merge,0,random,21200,3486542
merge,0,sorted,21200,1920708
merge,0,sorted,21200,1938250
merge,0,sorted,21200,1984709
merge,0,almost sorted,21200,2330959
merge,0,almost sorted,21200,2275000
merge,0,almost sorted,21200,2281292
merge,0,random,21300,3797375
merge,0,random,21300,4019583
merge,0,random,21300,3626750
merge,0,sorted,21300,2096667
merge,0,sorted,21300,2039459
merge,0,sorted,21300,2070792
merge,0,almost sorted,21300,2508542
merge,0,almost sorted,21300,2496000
merge,0,almost sorted,21300,2347667
merge,0,random,21400,3564958
merge,0,random,21400,3650916
merge,0,random,21400,3629666
merge,0,sorted,21400,2005833
merge,0,sorted,21400,2008875
merge,0,sorted,21400,1923791
merge,0,almost sorted,21400,2430875
merge,0,almost sorted,21400,2445917
merge,0,almost sorted,21400,2390875
merge,0,random,21500,3597750
merge,0,random,21500,3483042
merge,0,random,21500,3490334
merge,0,sorted,21500,1999416
merge,0,sorted,21500,2119167
merge,0,sorted,21500,2022167
merge,0,almost sorted,21500,2432541
merge,0,almost sorted,21500,2456833
merge,0,almost sorted,21500,2337917
merge,0,random,21600,3713084
merge,0,random,21600,3635208
merge,0,random,21600,3610958
merge,0,sorted,21600,2056958
merge,0,sorted,21600,2115417
merge,0,sorted,21600,2046083
merge,0,almost sorted,21600,2478542
merge,0,almost sorted,21600,2422500
merge,0,almost sorted,21600,2484208
merge,0,random,21700,3701125
merge,0,random,21700,3578125
merge,0,random,21700,3538416
merge,0,sorted,21700,1956167
merge,0,sorted,21700,2081292
merge,0,sorted,21700,2011334
merge,0,almost sorted,21700,2339167
merge,0,almost sorted,21700,2515834
merge,0,almost sorted,21700,2422916
merge,0,random,21800,3734250
merge,0,random,21800,3599500
merge,0,random,21800,3550833
merge,0,sorted,21800,1944166
merge,0,sorted,21800,1967166
merge,0,sorted,21800,1963500
merge,0,almost sorted,21800,2420583
merge,0,almost sorted,21800,2350333
merge,0,almost sorted,21800,2451625
merge,0,random,21900,3728875
merge,0,random,21900,3581792
merge,0,random,21900,3522459
merge,0,sorted,21900,1918875
merge,0,sorted,21900,1926959
merge,0,sorted,21900,1908042
merge,0,almost sorted,21900,2463917
merge,0,almost sorted,21900,2429708
merge,0,almost sorted,21900,2395083
merge,0,random,22000,3708875
merge,0,random,22000,3754125
merge,0,random,22000,3542667
merge,0,sorted,22000,1974791
merge,0,sorted,22000,1983750
merge,0,sorted,22000,1910292
merge,0,almost sorted,22000,2382000
merge,0,almost sorted,22000,2525792
merge,0,almost sorted,22000,2542500
merge,0,random,22100,3837583
merge,0,random,22100,3805250
merge,0,random,22100,3782667
merge,0,sorted,22100,1986208
merge,0,sorted,22100,1952083
merge,0,sorted,22100,1917917
merge,0,almost sorted,22100,2386292
merge,0,almost sorted,22100,2576542
merge,0,almost sorted,22100,2545958
merge,0,random,22200,3747958
merge,0,random,22200,3722667
merge,0,random,22200,3606208
merge,0,sorted,22200,1985791
merge,0,sorted,22200,1968334
merge,0,sorted,22200,1946750
merge,0,almost sorted,22200,2402500
merge,0,almost sorted,22200,2359125
merge,0,almost sorted,22200,2484583
merge,0,random,22300,3710667
merge,0,random,22300,3789667
merge,0,random,22300,4198459
merge,0,sorted,22300,1957125
merge,0,sorted,22300,2107625
merge,0,sorted,22300,2051208
merge,0,almost sorted,22300,2439625
merge,0,almost sorted,22300,2461208
merge,0,almost sorted,22300,2666959
merge,0,random,22400,3871958
merge,0,random,22400,3759083
merge,0,random,22400,4003167
merge,0,sorted,22400,2074125
merge,0,sorted,22400,2016916
merge,0,sorted,22400,1969208
merge,0,almost sorted,22400,2400042
merge,0,almost sorted,22400,2446583
merge,0,almost sorted,22400,2504375
merge,0,random,22500,3708166
merge,0,random,22500,3712042
merge,0,random,22500,3695708
merge,0,sorted,22500,2130250
merge,0,sorted,22500,2095750
merge,0,sorted,22500,1948750
merge,0,almost sorted,22500,2499083
merge,0,almost sorted,22500,3007834
merge,0,almost sorted,22500,2568792
merge,0,random,22600,3874667
merge,0,random,22600,3923209
merge,0,random,22600,3707083
merge,0,sorted,22600,2031667
merge,0,sorted,22600,1999875
merge,0,sorted,22600,2029958
merge,0,almost sorted,22600,2427291
merge,0,almost sorted,22600,2473333
merge,0,almost sorted,22600,2408209
merge,0,random,22700,4002292
merge,0,random,22700,3744167
merge,0,random,22700,4175500
merge,0,sorted,22700,2119834
merge,0,sorted,22700,2153084
merge,0,sorted,22700,2136416
merge,0,almost sorted,22700,2889458
merge,0,almost sorted,22700,2582042
merge,0,almost sorted,22700,2500083
merge,0,random,22800,3946083
merge,0,random,22800,3929541
merge,0,random,22800,3756291
merge,0,sorted,22800,2178542
merge,0,sorted,22800,2033458
merge,0,sorted,22800,2036667
merge,0,almost sorted,22800,2464709
merge,0,almost sorted,22800,2461334
merge,0,almost sorted,22800,2527750
merge,0,random,22900,3934334
merge,0,random,22900,3856666
merge,0,random,22900,3776917
merge,0,sorted,22900,2050375
merge,0,sorted,22900,2065959
merge,0,sorted,22900,2018833
merge,0,almost sorted,22900,2419459
merge,0,almost sorted,22900,2456833
merge,0,almost sorted,22900,2435875
merge,0,random,23000,3981875
merge,0,random,23000,3885416
merge,0,random,23000,3784916
merge,0,sorted,23000,2276958
merge,0,sorted,23000,2056625
merge,0,sorted,23000,2294583
merge,0,almost sorted,23000,2509541
merge,0,almost sorted,23000,2757375
merge,0,almost sorted,23000,2598750
merge,0,random,23100,3937250
merge,0,random,23100,4066167
merge,0,random,23100,4137875
merge,0,sorted,23100,2116208
merge,0,sorted,23100,2024750
merge,0,sorted,23100,2169584
merge,0,almost sorted,23100,2543791
merge,0,almost sorted,23100,2586125
merge,0,almost sorted,23100,2543000
merge,0,random,23200,4175209
merge,0,random,23200,3910792
merge,0,random,23200,3871750
merge,0,sorted,23200,2168541
merge,0,sorted,23200,2065583
merge,0,sorted,23200,2174250
merge,0,almost sorted,23200,2510250
merge,0,almost sorted,23200,2595083
merge,0,almost sorted,23200,2476208
merge,0,random,23300,4017750
merge,0,random,23300,3942959
merge,0,random,23300,3885833
merge,0,sorted,23300,2109083
merge,0,sorted,23300,2122125
merge,0,sorted,23300,2062375
merge,0,almost sorted,23300,2605291
merge,0,almost sorted,23300,2529375
merge,0,almost sorted,23300,2543125
merge,0,random,23400,3956708
merge,0,random,23400,3954792
merge,0,random,23400,3883875
merge,0,sorted,23400,2220083
merge,0,sorted,23400,2191250
merge,0,sorted,23400,2577291
merge,0,almost sorted,23400,2589875
merge,0,almost sorted,23400,2592125
merge,0,almost sorted,23400,2703125
merge,0,random,23500,4142125
merge,0,random,23500,3944959
merge,0,random,23500,3972167
merge,0,sorted,23500,2226583
merge,0,sorted,23500,2162792
merge,0,sorted,23500,2131583
merge,0,almost sorted,23500,2542958
merge,0,almost sorted,23500,2506458
merge,0,almost sorted,23500,2594041
merge,0,random,23600,3979458
merge,0,random,23600,4139042
merge,0,random,23600,3937958
merge,0,sorted,23600,2276500
merge,0,sorted,23600,2146458
merge,0,sorted,23600,2109917
merge,0,almost sorted,23600,2563250
merge,0,almost sorted,23600,2527708
merge,0,almost sorted,23600,2629542
merge,0,random,23700,4601541
merge,0,random,23700,3999916
merge,0,random,23700,3967416
merge,0,sorted,23700,2217792
merge,0,sorted,23700,2134709
merge,0,sorted,23700,2117541
merge,0,almost sorted,23700,2589417
merge,0,almost sorted,23700,2620875
merge,0,almost sorted,23700,2654667
merge,0,random,23800,4025584
merge,0,random,23800,3942084
merge,0,random,23800,3966042
merge,0,sorted,23800,2166375
merge,0,sorted,23800,2164834
merge,0,sorted,23800,2100875
merge,0,almost sorted,23800,2533541
merge,0,almost sorted,23800,2677542
merge,0,almost sorted,23800,2652583
merge,0,random,23900,4224375
merge,0,random,23900,4312416
merge,0,random,23900,4091792
merge,0,sorted,23900,2240041
merge,0,sorted,23900,2201084
merge,0,sorted,23900,2481292
merge,0,almost sorted,23900,2682708
merge,0,almost sorted,23900,2955416
merge,0,almost sorted,23900,2669833
merge,0,random,24000,4278375
merge,0,random,24000,4331834
merge,0,random,24000,4305875
merge,0,sorted,24000,2313417
merge,0,sorted,24000,2136375
merge,0,sorted,24000,2322458
merge,0,almost sorted,24000,2583083
merge,0,almost sorted,24000,2698458
merge,0,almost sorted,24000,2907417
merge,0,random,24100,4189459
merge,0,random,24100,4142750
merge,0,random,24100,3999375
merge,0,sorted,24100,2291667
merge,0,sorted,24100,2382708
merge,0,sorted,24100,2249666
merge,0,almost sorted,24100,2640667
merge,0,almost sorted,24100,2725833
merge,0,almost sorted,24100,2780708
merge,0,random,24200,4501416
merge,0,random,24200,4088291
merge,0,random,24200,4129166
merge,0,sorted,24200,2386125
merge,0,sorted,24200,2270083
merge,0,sorted,24200,2450542
merge,0,almost sorted,24200,2787667
merge,0,almost sorted,24200,2857041
merge,0,almost sorted,24200,2808416
merge,0,random,24300,4321291
merge,0,random,24300,4171583
merge,0,random,24300,4168500
merge,0,sorted,24300,2269042
merge,0,sorted,24300,2309459
merge,0,sorted,24300,2308000
merge,0,almost sorted,24300,2904584
merge,0,almost sorted,24300,2736791
merge,0,almost sorted,24300,2709667
merge,0,random,24400,4097166
merge,0,random,24400,3964083
merge,0,random,24400,3955334
merge,0,sorted,24400,2527042
merge,0,sorted,24400,2456584
merge,0,sorted,24400,2451042
merge,0,almost sorted,24400,2928500
merge,0,almost sorted,24400,2934041
merge,0,almost sorted,24400,2794375
merge,0,random,24500,4253458
merge,0,random,24500,4274125
merge,0,random,24500,4004875
merge,0,sorted,24500,2338584
merge,0,sorted,24500,2192334
merge,0,sorted,24500,2375375
merge,0,almost sorted,24500,2850958
merge,0,almost sorted,24500,2751084
merge,0,almost sorted,24500,2729958
merge,0,random,24600,4274833
merge,0,random,24600,4013333
merge,0,random,24600,4091542
merge,0,sorted,24600,2469875
merge,0,sorted,24600,2627667
merge,0,sorted,24600,2431416
merge,0,almost sorted,24600,2857667
merge,0,almost sorted,24600,2966333
merge,0,almost sorted,24600,2902208
merge,0,random,24700,4221917
merge,0,random,24700,4055667
merge,0,random,24700,4267458
merge,0,sorted,24700,2374792
merge,0,sorted,24700,2347291
merge,0,sorted,24700,2349666
merge,0,almost sorted,24700,2912083
merge,0,almost sorted,24700,2763959
merge,0,almost sorted,24700,2705583
merge,0,random,24800,4114791
merge,0,random,24800,4218875
merge,0,random,24800,4147375
merge,0,sorted,24800,2389666
merge,0,sorted,24800,2290667
merge,0,sorted,24800,2226250
merge,0,almost sorted,24800,2649209
merge,0,almost sorted,24800,2733125
merge,0,almost sorted,24800,2708333
merge,0,random,24900,4135000
merge,0,random,24900,4101625
merge,0,random,24900,4117250
merge,0,sorted,24900,2327750
merge,0,sorted,24900,2276416
merge,0,sorted,24900,2279542
merge,0,almost sorted,24900,2940500
merge,0,almost sorted,24900,3081167
merge,0,almost sorted,24900,2859166
merge,0,random,25000,4424791
merge,0,random,25000,4375667
merge,0,random,25000,4476667
merge,0,sorted,25000,2458917
merge,0,sorted,25000,2273958
merge,0,sorted,25000,2314916
merge,0,almost sorted,25000,2827875
merge,0,almost sorted,25000,2772834
merge,0,almost sorted,25000,2890875
merge,0,random,25100,4589333
merge,0,random,25100,4587667
merge,0,random,25100,4517125
merge,0,sorted,25100,2315375
merge,0,sorted,25100,2408375
merge,0,sorted,25100,2376375
merge,0,almost sorted,25100,2870958
merge,0,almost sorted,25100,2939541
merge,0,almost sorted,25100,2954750
merge,0,random,25200,4923625
merge,0,random,25200,4505208
merge,0,random,25200,4407542
merge,0,sorted,25200,2422250
merge,0,sorted,25200,2471500
merge,0,sorted,25200,2467583
merge,0,almost sorted,25200,2845125
merge,0,almost sorted,25200,3054750
merge,0,almost sorted,25200,2880916
merge,0,random,25300,4625166
merge,0,random,25300,4383375
merge,0,random,25300,4326584
merge,0,sorted,25300,2268167
merge,0,sorted,25300,2311375
merge,0,sorted,25300,2399625
merge,0,almost sorted,25300,2950166
merge,0,almost sorted,25300,3020625
merge,0,almost sorted,25300,3012667
merge,0,random,25400,4507625
merge,0,random,25400,4380833
merge,0,random,25400,4173208
merge,0,sorted,25400,2408166
merge,0,sorted,25400,2530833
merge,0,sorted,25400,2409959
merge,0,almost sorted,25400,2917500
merge,0,almost sorted,25400,2948792
merge,0,almost sorted,25400,3039417
merge,0,random,25500,4509166
merge,0,random,25500,4146458
merge,0,random,25500,4242125
merge,0,sorted,25500,2760000
merge,0,sorted,25500,2462375
merge,0,sorted,25500,2322042
merge,0,almost sorted,25500,3005666
merge,0,almost sorted,25500,2761209
merge,0,almost sorted,25500,2831958
merge,0,random,25600,4330792
merge,0,random,25600,4241167
merge,0,random,25600,4298875
merge,0,sorted,25600,2474625
merge,0,sorted,25600,2348333
merge,0,sorted,25600,2315000
merge,0,almost sorted,25600,2793667
merge,0,almost sorted,25600,2852334
merge,0,almost sorted,25600,2735000
merge,0,random,25700,4388125
merge,0,random,25700,4436750
merge,0,random,25700,4378958
merge,0,sorted,25700,2471375
merge,0,sorted,25700,2382625
merge,0,sorted,25700,2355958
merge,0,almost sorted,25700,2764417
merge,0,almost sorted,25700,2752334
merge,0,almost sorted,25700,2785542
merge,0,random,25800,4300458
merge,0,random,25800,4336042
merge,0,random,25800,4383375
merge,0,sorted,25800,2397375
merge,0,sorted,25800,2356625
merge,0,sorted,25800,2310250
merge,0,almost sorted,25800,2827667
merge,0,almost sorted,25800,2758875
merge,0,almost sorted,25800,2790791
merge,0,random,25900,4320292
merge,0,random,25900,4327917
merge,0,random,25900,4296625
merge,0,sorted,25900,2322959
merge,0,sorted,25900,2335416
merge,0,sorted,25900,2324167
merge,0,almost sorted,25900,2862625
merge,0,almost sorted,25900,2875292
merge,0,almost sorted,25900,2901750
merge,0,random,26000,4377333
merge,0,random,26000,4619834
merge,0,random,26000,5013708
merge,0,sorted,26000,2415084
merge,0,sorted,26000,2394000
merge,0,sorted,26000,2359416
merge,0,almost sorted,26000,2944709
merge,0,almost sorted,26000,3061625
merge,0,almost sorted,26000,2972583
merge,0,random,26100,4544958
merge,0,random,26100,4563125
merge,0,random,26100,4454125
merge,0,sorted,26100,2500375
merge,0,sorted,26100,2499834
merge,0,sorted,26100,2499583
merge,0,almost sorted,26100,3000875
merge,0,almost sorted,26100,3088750
merge,0,almost sorted,26100,3163958
merge,0,random,26200,4529750
merge,0,random,26200,4381500
merge,0,random,26200,4385708
merge,0,sorted,26200,2418833
merge,0,sorted,26200,2345334
merge,0,sorted,26200,2442083
merge,0,almost sorted,26200,3028375
merge,0,almost sorted,26200,2924208
merge,0,almost sorted,26200,3036166
merge,0,random,26300,4402250
merge,0,random,26300,4431333
merge,0,random,26300,4381333
merge,0,sorted,26300,2640250
merge,0,sorted,26300,2585333
merge,0,sorted,26300,2613750
merge,0,almost sorted,26300,3044542
merge,0,almost sorted,26300,3053625
merge,0,almost sorted,26300,2962833
merge,0,random,26400,4407417
merge,0,random,26400,4391792
merge,0,random,26400,4473708
merge,0,sorted,26400,2672167
merge,0,sorted,26400,2447042
merge,0,sorted,26400,2480250
merge,0,almost sorted,26400,3028958
merge,0,almost sorted,26400,2861167
merge,0,almost sorted,26400,3056416
merge,0,random,26500,4540167
merge,0,random,26500,4588875
merge,0,random,26500,4435791
merge,0,sorted,26500,2468708
merge,0,sorted,26500,2492666
merge,0,sorted,26500,2399958
merge,0,almost sorted,26500,2977958
merge,0,almost sorted,26500,2878375
merge,0,almost sorted,26500,2891416
merge,0,random,26600,4589833
merge,0,random,26600,4512916
merge,0,random,26600,4415583
merge,0,sorted,26600,2521125
merge,0,sorted,26600,2474375
merge,0,sorted,26600,2402083
merge,0,almost sorted,26600,2965917
merge,0,almost sorted,26600,2858042
merge,0,almost sorted,26600,2962792
merge,0,random,26700,4565250
merge,0,random,26700,4480584
merge,0,random,26700,4461750
merge,0,sorted,26700,2445250
merge,0,sorted,26700,2420291
merge,0,sorted,26700,2444125
merge,0,almost sorted,26700,2946542
merge,0,almost sorted,26700,2997917
merge,0,almost sorted,26700,3102334
merge,0,random,26800,4540417
merge,0,random,26800,4511708
merge,0,random,26800,4365208
merge,0,sorted,26800,2400000
merge,0,sorted,26800,2402375
merge,0,sorted,26800,2417333
merge,0,almost sorted,26800,3005666
merge,0,almost sorted,26800,3211834
merge,0,almost sorted,26800,3097833
merge,0,random,26900,4606500
merge,0,random,26900,4364959
merge,0,random,26900,4355584
merge,0,sorted,26900,2481917
merge,0,sorted,26900,2424708
merge,0,sorted,26900,2520167
merge,0,almost sorted,26900,3064500
merge,0,almost sorted,26900,2972417
merge,0,almost sorted,26900,2991541
merge,0,random,27000,4554833
merge,0,random,27000,4547334
merge,0,random,27000,4518667
merge,0,sorted,27000,2645625
merge,0,sorted,27000,2448209
merge,0,sorted,27000,2526666
merge,0,almost sorted,27000,2982375
merge,0,almost sorted,27000,3074542
merge,0,almost sorted,27000,2921375
merge,0,random,27100,4744625
merge,0,random,27100,4604208
merge,0,random,27100,4717041
merge,0,sorted,27100,2522291
merge,0,sorted,27100,2520542
merge,0,sorted,27100,2486125
merge,0,almost sorted,27100,3177625
merge,0,almost sorted,27100,2942333
merge,0,almost sorted,27100,2954625
merge,0,random,27200,4554375
merge,0,random,27200,4542917
merge,0,random,27200,4557792
merge,0,sorted,27200,2586584
merge,0,sorted,27200,2646417
merge,0,sorted,27200,2467583
merge,0,almost sorted,27200,3002250
merge,0,almost sorted,27200,2936083
merge,0,almost sorted,27200,3018208
merge,0,random,27300,4770833
merge,0,random,27300,4606916
merge,0,random,27300,4640791
merge,0,sorted,27300,2610917
merge,0,sorted,27300,2609542
merge,0,sorted,27300,2483583
merge,0,almost sorted,27300,2957375
merge,0,almost sorted,27300,3031750
merge,0,almost sorted,27300,3111167
merge,0,random,27400,4520834
merge,0,random,27400,4553292
merge,0,random,27400,4439667
merge,0,sorted,27400,2485083
merge,0,sorted,27400,2461458
merge,0,sorted,27400,2466333
merge,0,almost sorted,27400,3169917
merge,0,almost sorted,27400,3008125
merge,0,almost sorted,27400,3098500
merge,0,random,27500,4735083
merge,0,random,27500,4630417
merge,0,random,27500,4590209
merge,0,sorted,27500,2525000
merge,0,sorted,27500,2513459
merge,0,sorted,27500,2743500
merge,0,almost sorted,27500,3209417
merge,0,almost sorted,27500,3044958
merge,0,almost sorted,27500,3034459
merge,0,random,27600,4605708
merge,0,random,27600,4594875
merge,0,random,27600,4475125
merge,0,sorted,27600,2575417
merge,0,sorted,27600,2518000
merge,0,sorted,27600,2707584
merge,0,almost sorted,27600,3267666
merge,0,almost sorted,27600,3080833
merge,0,almost sorted,27600,2979583
merge,0,random,27700,4651083
merge,0,random,27700,4653333
merge,0,random,27700,4590333
merge,0,sorted,27700,2612500
merge,0,sorted,27700,2600084
merge,0,sorted,27700,2601292
merge,0,almost sorted,27700,3167958
merge,0,almost sorted,27700,3258542
merge,0,almost sorted,27700,3064250
merge,0,random,27800,4839000
merge,0,random,27800,4612834
merge,0,random,27800,4596375
merge,0,sorted,27800,2592750
merge,0,sorted,27800,2498208
merge,0,sorted,27800,2535667
merge,0,almost sorted,27800,3071625
merge,0,almost sorted,27800,3017000
merge,0,almost sorted,27800,3168750
merge,0,random,27900,4854291
merge,0,random,27900,4689958
merge,0,random,27900,4829125
merge,0,sorted,27900,2623542
merge,0,sorted,27900,2534166
merge,0,sorted,27900,2526709
merge,0,almost sorted,27900,3032584
merge,0,almost sorted,27900,3229583
merge,0,almost sorted,27900,3144292
merge,0,random,28000,4873833
merge,0,random,28000,4580667
merge,0,random,28000,4588417
merge,0,sorted,28000,2648083
merge,0,sorted,28000,2637208
merge,0,sorted,28000,2569084
merge,0,almost sorted,28000,3135708
merge,0,almost sorted,28000,3037208
merge,0,almost sorted,28000,3145750
merge,0,random,28100,4750083
merge,0,random,28100,4727791
merge,0,random,28100,4588417
merge,0,sorted,28100,2604708
merge,0,sorted,28100,2591541
merge,0,sorted,28100,2697333
merge,0,almost sorted,28100,3258458
merge,0,almost sorted,28100,3278042
merge,0,almost sorted,28100,3335208
merge,0,random,28200,4860584
merge,0,random,28200,4893667
merge,0,random,28200,5052458
merge,0,sorted,28200,2919209
merge,0,sorted,28200,2817875
merge,0,sorted,28200,2732583
merge,0,almost sorted,28200,3191750
merge,0,almost sorted,28200,3291000
merge,0,almost sorted,28200,3333625
merge,0,random,28300,4889458
merge,0,random,28300,4977792
merge,0,random,28300,4819416
merge,0,sorted,28300,2638458
merge,0,sorted,28300,2627083
merge,0,sorted,28300,2609791
merge,0,almost sorted,28300,3035458
merge,0,almost sorted,28300,3556084
merge,0,almost sorted,28300,3431958
merge,0,random,28400,4954667
merge,0,random,28400,4768542
merge,0,random,28400,4896750
merge,0,sorted,28400,2663375
